9.934703062396565976e-02,9.258072383736737354e-01,3.874961806092968031e-01,6.538757367515407593e-01,0.000000000000000000e+00,4.868432112332624628e-01,1.579682975125214384e+00
2.253127409171884477e-02,4.044339669169908502e-01,8.457789527361327941e-01,8.013197941190719487e-01,2.000000000000000000e+00,-3.050244656995779180e-01,3.601164929063888076e-01
7.990155899457376254e-01,5.186731938279594001e-01,3.963467940028494452e-01,6.615501828298318010e-01,3.000000000000000000e+00,1.109419664021517260e+00,-5.431192859325572053e-01
4.158143405002324711e-01,5.636006801722148740e-01,7.733076830296485848e-01,7.558495320806194462e-01,3.000000000000000000e+00,6.393066275942282939e-01,1.039444798145071486e-01
1.054209230587913604e-01,8.784710415489099811e-01,4.411847594903798297e-01,6.649913939690945686e-01,1.000000000000000000e+00,-3.357638364315884694e-01,2.134796475798154125e-01
7.664872923533958549e-01,1.850354998606708046e-01,8.366791402611772899e-02,5.184284779994744463e-01,3.000000000000000000e+00,5.804075506636596771e-01,-1.384811664040351831e+00
9.676259285852772951e-01,4.812545780713828325e-02,4.746620802627343760e-02,1.111313957076195402e-01,2.000000000000000000e+00,4.058128432266934482e-02,1.098179529581965325e-01
2.141626421135005565e-01,5.262171826405582786e-01,7.330177826495257731e-01,8.921051716925326724e-01,0.000000000000000000e+00,9.471804247630263296e-01,1.418322354333090951e+00
8.872387433282107327e-01,2.117101730279139504e-01,4.164362121081928159e-01,4.159425572977875074e-01,2.000000000000000000e+00,2.814190707320455842e-01,4.572041343541258795e-01
2.839880031001502658e-01,5.500984727305514577e-01,3.081503140600624358e-01,3.252226876975481407e-01,0.000000000000000000e+00,5.921383171602127016e-01,8.753211604280995983e-01
8.194391013393331757e-01,6.182226699374627765e-01,1.075993418992066131e-01,2.403951617291282261e-01,2.000000000000000000e+00,-6.044663069364028529e-02,2.635095477260819274e-01
8.330604253389795044e-02,4.905298031393435787e-01,8.180893613222253169e-01,7.626424008651319086e-01,2.000000000000000000e+00,-3.059470396312508056e-01,4.648299336444072782e-01
1.078322369164687045e-01,1.791194360460374169e-01,7.489770344282963288e-01,1.024542301983226711e-01,1.000000000000000000e+00,-6.411447975118276243e-01,7.666520584771474578e-02
2.196365084125658784e-01,3.383492839712637368e-01,2.697253417631666483e-01,9.944452865246515838e-01,0.000000000000000000e+00,4.893618501757325268e-01,1.332794570495915210e+00
8.716025530847115732e-01,2.280775521208395773e-01,9.042280086672870310e-01,8.157982191444275166e-01,3.000000000000000000e+00,6.568380814431028503e-01,-3.403674538242830172e-01
2.264815824976140757e-01,7.776163294355424860e-01,1.255006175658747170e-01,5.778171847750233070e-01,0.000000000000000000e+00,3.519822000634887926e-01,1.355433514210565793e+00
1.757773420941750597e-01,1.965671425292703223e-01,3.051790479278375656e-01,4.577697493364238923e-01,2.000000000000000000e+00,-3.633892965581503320e-02,1.404537232404516056e-01
2.761233293950583478e-01,8.005361001205468785e-02,2.907947369077519273e-01,3.010515394798629618e-02,1.000000000000000000e+00,-1.467140751269357946e-02,4.994845606406839167e-02
6.106663177612230431e-01,1.704056087478356130e-02,8.482630674448129460e-01,3.769707279255117838e-01,1.000000000000000000e+00,-2.375967496835899029e-01,-3.599301670507282225e-01
3.039457474765289158e-01,6.343236320057682454e-01,3.103280575927513940e-01,6.164600278028453673e-03,3.000000000000000000e+00,1.019635767865816778e+00,2.023787310562422448e+00
7.991106390748555777e-01,5.938295858449635922e-01,1.939623766613662870e-02,4.434200306409430414e-02,3.000000000000000000e+00,1.785811397603730555e+01,-1.020996763435064381e+01
8.529411280390040151e-01,2.027085467055844692e-01,2.830080003568956615e-01,1.448275649156648415e-01,0.000000000000000000e+00,1.135949128395899788e+00,3.475361116212493107e-01
9.705790889887104811e-01,1.467345345738378937e-01,5.306956946787880769e-01,4.168440653968596976e-02,3.000000000000000000e+00,1.839250984256765697e+00,1.320275433173998814e-01
4.366215031391617041e-01,1.342508054418597441e-01,1.863876547722437271e-01,6.682205838672321541e-01,2.000000000000000000e+00,-8.328293603765510311e-03,3.167821685342321891e-01
8.945921284273972152e-01,9.610222073089903505e-01,4.730632279668851581e-01,1.287437236881487923e-01,2.000000000000000000e+00,2.994730624716672729e-01,5.697973893333018180e-01
2.019668490088386559e-01,1.959244566094243689e-01,7.703110611101016136e-01,3.689307468241456167e-01,1.000000000000000000e+00,-5.683442121012629578e-01,-1.730062902147212478e-01
7.510797644421590702e-01,6.297716819610245098e-01,1.929955165598488120e-01,9.546680077370305328e-01,2.000000000000000000e+00,-4.562678498307660702e-01,8.385749334464269733e-01
7.097159024134135352e-01,7.776339634550230029e-01,1.488078957180127837e-01,6.946642719091637996e-01,2.000000000000000000e+00,-4.345832010395703215e-01,6.087323543529691294e-01
4.618144168364517466e-01,7.604813591449974819e-01,4.467135327362203867e-01,5.732203938523772191e-01,2.000000000000000000e+00,-2.296246745929577948e-01,6.044387564294009252e-01
3.989966716356889709e-01,4.832700679339682059e-01,7.769426271362293024e-01,1.656633758519165944e-01,2.000000000000000000e+00,2.299373713771173389e-01,4.415722517737681319e-01
2.259848830444619594e-01,5.940064738021547663e-01,6.794511972112604603e-02,5.165968056276770692e-02,3.000000000000000000e+00,6.319711675312046140e+00,3.937474663446028256e+00
7.918187394592651751e-01,1.468137966302263120e-02,7.918979782065677098e-01,8.466703657745887623e-01,0.000000000000000000e+00,1.583716717665832885e+00,8.613517454376113935e-01
1.388703056362917687e-01,4.686812229635601845e-01,1.283439629988596398e-01,8.902606343904194697e-01,3.000000000000000000e+00,5.377653365726807744e-01,-7.846170939026980706e-02
4.961300229390264160e-02,5.753972568123203457e-01,2.328092291360399635e-01,5.262432068163183096e-01,2.000000000000000000e+00,-2.912485327990600448e-01,1.600662972323970146e-01
6.947703867718398874e-01,9.461949100310733662e-01,9.101644524724097352e-01,2.169546682589464925e-01,0.000000000000000000e+00,1.604934839244249734e+00,1.163149578290019859e+00
5.705777689512994133e-01,9.312628342783293434e-01,9.058138433713016635e-01,9.618138267877901493e-01,3.000000000000000000e+00,8.092066964996871281e-01,1.688610148486778539e-01
8.308261089494283214e-01,2.307952220507576424e-01,4.363144416701451034e-01,4.444347964891911529e-01,1.000000000000000000e+00,3.945116672792832180e-01,-2.136395744384335105e-01
5.115793362326062077e-01,7.127159454560265672e-01,2.523608093146911813e-02,7.143065567717749031e-01,0.000000000000000000e+00,5.368154171640753258e-01,1.427022502227801581e+00
4.856545698051544235e-01,9.263524862485804645e-01,6.055361446022134997e-01,4.056405350786229658e-01,1.000000000000000000e+00,-1.198815747970590762e-01,5.207119511699574987e-01
1.870179104068898646e-01,8.250311918565708114e-01,4.441282711861544996e-01,8.178684405183030970e-01,0.000000000000000000e+00,6.311461815930443642e-01,1.642899632374873908e+00
3.220284300845592806e-01,7.180037924188888976e-01,4.177588521393831300e-01,1.302978744969799374e-01,3.000000000000000000e+00,1.191042306664283013e+00,1.347221030846696976e+00
6.673497660737548465e-01,1.729648528414737818e-01,2.678017329792135026e-01,1.766275925672061708e-01,3.000000000000000000e+00,2.033402687996621605e+00,-6.952537856560740970e-01
4.473727424385909313e-01,5.889516571515557297e-01,7.101154931730714326e-01,9.264673277707387022e-01,1.000000000000000000e+00,-2.627427507344805013e-01,-3.375156706191829725e-01
7.689703939300442936e-01,8.161110176792694126e-01,7.756119642390317814e-01,8.589332809038350280e-01,3.000000000000000000e+00,9.686914905520351837e-01,-2.053906233878947940e-02
9.346882781608523150e-01,7.145351260535049986e-01,2.568929965689563666e-01,2.179592408823599614e-01,1.000000000000000000e+00,6.777952815918959484e-01,4.965758851711450372e-01
7.422527427450885673e-01,4.328530614993006953e-01,7.042161835729213726e-01,6.766675757574717176e-01,0.000000000000000000e+00,1.446468926318009940e+00,1.109520637256772524e+00
4.238950704984244533e-01,1.404203323950481419e-02,6.734996177834092768e-01,9.331011677438338925e-01,0.000000000000000000e+00,1.097394688281833730e+00,9.471432009833387067e-01
5.220487465074011846e-01,8.732513086321367357e-01,8.029925424608086448e-02,8.825497074302690592e-03,3.000000000000000000e+00,7.604668917136438111e+00,1.003915083547931353e+01
5.372184721718615830e-01,8.231835348431705279e-01,2.879056152598624685e-02,1.970445766028031676e-01,3.000000000000000000e+00,4.480358200105891697e+00,-2.071746661549315860e+00
8.874109757563719558e-01,6.645205056504960295e-01,3.151398950843089519e-01,4.684244506013188758e-01,2.000000000000000000e+00,-3.161905097611694693e-02,6.251019212083280818e-01
9.950285589057238367e-01,9.233147659922620321e-01,1.881221205395646745e-01,3.830503295754543736e-01,3.000000000000000000e+00,2.969857075000426949e+00,-1.139100307630108500e+00
1.955333143935504836e-01,2.730639762712695484e-01,2.484693541764791958e-01,1.568309570223543892e-01,3.000000000000000000e+00,1.058795059234087788e+00,4.306854428616581631e-01
2.433568665586689495e-01,6.384541990399220657e-01,4.415408630888225661e-01,8.525228878109710751e-01,2.000000000000000000e+00,-4.368448166016488110e-01,4.893709167339956867e-01
1.854837187013577138e-01,6.701085728621115623e-01,9.396304161290185419e-01,2.807978196742494381e-01,1.000000000000000000e+00,-7.541466974276608282e-01,3.893107531878621241e-01
8.736016689578141037e-02,3.101876027148310344e-01,8.818870279025905479e-01,5.998146071230524567e-01,0.000000000000000000e+00,9.692471947983719582e-01,9.100022098378834912e-01
8.072666608094359875e-01,3.273944080405064572e-01,5.297741965951723309e-01,8.688613230565932488e-01,1.000000000000000000e+00,2.774924642142636566e-01,-5.414669150160867916e-01
2.046096316188027453e-01,1.330468428565761974e-01,4.960581468440586894e-01,6.054365617676971123e-02,2.000000000000000000e+00,9.344313237795555394e-02,7.838678549807018281e-02
4.008022711317289488e-01,1.554036224604624650e-01,8.794623023100345272e-02,9.639090010803275099e-02,0.000000000000000000e+00,4.887485013627324015e-01,2.517945225684952160e-01
6.657211937062954554e-01,1.916865822867580560e-01,1.475208093550514077e-01,7.248951812485440183e-01,3.000000000000000000e+00,4.333791335143638013e-01,-8.301734771310764760e-01
7.946444940505070775e-01,9.818814204307128035e-01,1.615401391563198175e-02,2.483777717352407821e-01,0.000000000000000000e+00,8.107985079661390593e-01,1.230259192165953586e+00
7.388877872933680147e-01,3.579489752264620739e-01,6.111276263418420340e-01,6.864620740811919752e-01,1.000000000000000000e+00,1.277601609515259806e-01,-3.285130988547299014e-01
1.212003513001113086e-01,6.949067303045085575e-01,3.865003403021290973e-01,8.568885467236353470e-01,3.000000000000000000e+00,7.268811232800090893e-01,1.864180012880081450e-01
1.285426617534819460e-01,9.793233185017222731e-01,8.066919965040052487e-01,9.469407005388235099e-01,0.000000000000000000e+00,9.352346582574871947e-01,1.926264019040545783e+00
1.199050418386964356e-01,1.482364157920045278e-01,7.930081931409820317e-01,3.898280419576086731e-01,1.000000000000000000e+00,-6.731031513022855961e-01,-2.415916261656041453e-01
5.865862360783070661e-01,1.506605367954449992e-02,3.879503045222968405e-01,4.763290471270650306e-01,0.000000000000000000e+00,9.745365406006039066e-01,4.913951008066095305e-01
9.170929799415195038e-01,2.170015420126414352e-01,3.057890177393218778e-02,4.292255579866479653e-01,2.000000000000000000e+00,-6.509891180314456016e-02,4.002754148790328426e-01
9.561467260224290055e-01,9.823056212987146818e-01,2.248226084900326605e-01,6.202394357500822242e-01,2.000000000000000000e+00,-3.943012832448816174e-01,8.138844179572390924e-01
9.979785833026063591e-01,1.049465580666900655e-01,7.652487195082905425e-01,2.875165799949163103e-01,0.000000000000000000e+00,1.763227302810896902e+00,3.924631380616063758e-01
6.624399092553332480e-01,2.592854212394439806e-01,6.576741638121939015e-01,7.165930628467873653e-01,1.000000000000000000e+00,4.765745443139346449e-03,-4.573076416073433847e-01
7.675336962706386101e-01,1.141360123403423188e-02,9.299985434798083705e-01,8.265014698297427076e-01,0.000000000000000000e+00,1.697532239750446870e+00,8.379150710637769395e-01
7.106419013382478944e-01,9.816239155232344693e-01,2.229505812148088184e-01,3.092650527454119391e-01,1.000000000000000000e+00,4.876913201234390760e-01,6.723588627778225302e-01
4.720890523722026666e-01,4.337548018730408295e-01,8.033976817176502472e-02,7.590362602432676464e-01,3.000000000000000000e+00,6.302250609739858955e-01,-5.552526791571738007e-01
5.632232040482821889e-01,7.494817555884839555e-01,7.839404638701124028e-01,1.050342192061989310e-01,3.000000000000000000e+00,8.316160223348316727e-01,8.446223234024645699e-01
6.444925079837563464e-01,9.043289343539061553e-01,6.797585575794349300e-01,4.614611530310354093e-01,3.000000000000000000e+00,1.267243026589677690e+00,4.700867720903286195e-01
9.022099466573196835e-01,1.932431001600568576e-01,1.561217341672046510e-01,3.602017633566112487e-01,3.000000000000000000e+00,1.365572504004226584e+00,-1.912856818857329166e+00
2.006524477762694492e-02,7.598761857075593262e-01,3.743490518408698620e-01,4.771583700048548371e-01,0.000000000000000000e+00,3.944142966184968069e-01,1.237034555712414274e+00
